,TagTog,Text
633,Fear,"Chère nymphe, tue-moi avec l'airain cruel ou garde-moi dans ta demeure ! Je ne te cacherai rien. Je savais tout, et je lui ai porté tout ce qu'il m'a demandé, du pain et du vin. Et il m'a fait jurer un grand serment que je ne te dirais rien avant le douzième jour, si tu ne le demandais pas, ou si tu ignorais son départ. Et il craignait qu'en pleurant tu blessasses ton beau corps. Mais baigne-toi et revêts de purs vêtements, et monte dans la haute chambre avec tes femmes. Là, supplie Athènè, fille de Zeus tempétueux, afin qu'elle sauve Tèlémakhos de la mort. N'afflige point un vieillard. Je ne pense point que la race de l'Arkeisiade soit haïe des dieux heureux. Mais Odysseus ou Tèlémakhos possèdera encore ces hautes demeures et ces champs fertiles."
634,Disgust,"Chère nymphe, tue-moi avec l'airain cruel ou garde-moi dans ta demeure ! Je ne te cacherai rien. Je savais tout, et je lui ai porté tout ce qu'il m'a demandé, du pain et du vin. Et il m'a fait jurer un grand serment que je ne te dirais rien avant le douzième jour, si tu ne le demandais pas, ou si tu ignorais son départ. Et il craignait qu'en pleurant tu blessasses ton beau corps. Mais baigne-toi et revêts de purs vêtements, et monte dans la haute chambre avec tes femmes. Là, supplie Athènè, fille de Zeus tempétueux, afin qu'elle sauve Tèlémakhos de la mort. N'afflige point un vieillard. Je ne pense point que la race de l'Arkeisiade soit haïe des dieux heureux. Mais Odysseus ou Tèlémakhos possèdera encore ces hautes demeures et ces champs fertiles."""
635,Fear,"Entends-moi, fille indomptée de Zeus tempétueux. Si jamais, dans ses demeures, le subtil Odysseus a brûlé pour toi les cuisses grasses des boeufs et des agneaux, souviens-t'en et garde-moi mon cher fils. Romps le mauvais dessein des insolents prétendants.""
""Elle parla ainsi en gémissant, et la déesse entendit sa prière."""
636,Disgust,"Entends-moi, fille indomptée de Zeus tempétueux. Si jamais, dans ses demeures, le subtil Odysseus a brûlé pour toi les cuisses grasses des boeufs et des agneaux, souviens-t'en et garde-moi mon cher fils. Romps le mauvais dessein des insolents prétendants.""
""Elle parla ainsi en gémissant, et la déesse entendit sa prière."""
637,Fear,"Déjà la reine, désirée par beaucoup, prépare, certes, nos noces, et elle ne sait pas que le meurtre de son fils est proche."
638,Disgust,"Déjà la reine, désirée par beaucoup, prépare, certes, nos noces, et elle ne sait pas que le meurtre de son fils est proche."
639,Fear,"Insensés ! cessez tous ces paroles téméraires, de peur qu'on les répète à Pènélopéia ; mais levons-nous, et accomplissons en silence ce que nous avons tous approuvé dans notre esprit."
640,Disgust,"Insensés ! cessez tous ces paroles téméraires, de peur qu'on les répète à Pènélopéia ; mais levons-nous, et accomplissons en silence ce que nous avons tous approuvé dans notre esprit."
641,Surprise,"Tu dors, Pènélopéia, affligée dans ton cher coeur ; mais les dieux qui vivent toujours ne veulent pas que tu pleures, ni que tu sois triste, car ton fils reviendra, n'ayant jamais offensé les dieux."
642,Disgust,"Tu dors, Pènélopéia, affligée dans ton cher coeur ; mais les dieux qui vivent toujours ne veulent pas que tu pleures, ni que tu sois triste, car ton fils reviendra, n'ayant jamais offensé les dieux."""
643,Sadness,"Ô soeur, pourquoi es-tu venue ici, où je ne t'avais encore jamais vue, tant la demeure est éloignée où tu habites ? Pourquoi m'ordonnes-tu d'apaiser les maux et les peines qui me tourmentent dans l'esprit et dans l'âme ? J'ai perdu d'abord mon brave mari au coeur de lion, ayant toutes les vertus parmi les Danaens, illustre, et dont la gloire s'est répandue dans la grande Hellas et tout Argos ; et, maintenant, voici que mon fils bien-aimé est parti sur une nef creuse, l'insensé ! sans expérience des travaux et des discours. Et je pleure sur lui plus que sur son père ; et je tremble, et je crains qu'il souffre chez le peuple vers lequel il est allé, ou sur la mer. De nombreux ennemis lui tendent des embûches et veulent le tuer avant qu'il revienne dans la terre de la patrie."
644,Surprise,"Ô soeur, pourquoi es-tu venue ici, où je ne t'avais encore jamais vue, tant la demeure est éloignée où tu habites ? Pourquoi m'ordonnes-tu d'apaiser les maux et les peines qui me tourmentent dans l'esprit et dans l'âme ? J'ai perdu d'abord mon brave mari au coeur de lion, ayant toutes les vertus parmi les Danaens, illustre, et dont la gloire s'est répandue dans la grande Hellas et tout Argos ; et, maintenant, voici que mon fils bien-aimé est parti sur une nef creuse, l'insensé ! sans expérience des travaux et des discours. Et je pleure sur lui plus que sur son père ; et je tremble, et je crains qu'il souffre chez le peuple vers lequel il est allé, ou sur la mer. De nombreux ennemis lui tendent des embûches et veulent le tuer avant qu'il revienne dans la terre de la patrie"
645,Fear,"Prends courage, et ne redoute rien dans ton esprit. Il a une compagne telle que les autres hommes en souhaiteraient volontiers, car elle peut tout. C'est Pallas Athènè, et elle a compassion de tes gémissements, et, maintenant, elle m'envoie te le dire"
646,Surprise,"Prends courage, et ne redoute rien dans ton esprit. Il a une compagne telle que les autres hommes en souhaiteraient volontiers, car elle peut tout. C'est Pallas Athènè, et elle a compassion de tes gémissements, et, maintenant, elle m'envoie te le d"
647,Fear,"Si tu es déesse, et si tu as entendu la voix de la déesse, parle-moi du malheureux Odysseus. Vit-il encore quelque part, et voit-il la lumière de Hèlios, ou est-il mort et dans les demeures d'Aidès ?"
648,Sadness,"Si tu es déesse, et si tu as entendu la voix de la déesse, parle-moi du malheureux Odysseus. Vit-il encore quelque part, et voit-il la lumière de Hèlios, ou est-il mort et dans les demeures d'Aidès ?"
649,Angry,cher fils d'Odysseus
650,Fear,"Écoutez maintenant, Ithakèsiens, ce que je vais dire. Nous n'avons jamais réuni l'agora, et nous ne nous y sommes point assis depuis que le divin Odysseus est parti sur ses nefs creuses. Qui nous rassemble ici aujourd'hui ? Quelle nécessité le presse ? Est-ce quelqu'un d'entre les jeunes hommes ou d'entre les vieillards ? A-t-il reçu quelque nouvelle de l'armée, et veut-il nous dire hautement ce qu'il a entendu le premier ? Ou désire-t-il parler de choses qui intéressent tout le peuple ? Il me semble plein de justice. Que Zeus soit propice à son dessein, quel qu'il soit."
651,Sadness,"Écoutez maintenant, Ithakèsiens, ce que je vais dire. Nous n'avons jamais réuni l'agora, et nous ne nous y sommes point assis depuis que le divin Odysseus est parti sur ses nefs creuses. Qui nous rassemble ici aujourd'hui ? Quelle nécessité le presse ? Est-ce quelqu'un d'entre les jeunes hommes ou d'entre les vieillards ? A-t-il reçu quelque nouvelle de l'armée, et veut-il nous dire hautement ce qu'il a entendu le premier ? Ou désire-t-il parler de choses qui intéressent tout le peuple ? Il me semble plein de justice. Que Zeus soit propice à son dessein, quel qu'il soit"
652,Angry,cher fils d'Odysseus
653,Fear,"Ô vieillard, il n'est pas loin, et, dès maintenant, tu peux le voir, celui qui a convoqué le peuple, car une grande douleur m'accable. Je n'ai reçu aucune nouvelle de l'armée que je puisse vous rapporter hautement après l'avoir apprise le premier, et je n'ai rien à dire qui intéresse tout le peuple ; mais j'ai à parler de mes propres intérêts et du double malheur tombé sur ma demeure ; car, d'une part, j'ai perdu mon père irréprochable, qui autrefois vous commandait, et qui, pour vous aussi, était doux comme un père ; et, d'un autre côté, voici maintenant, – et c'est un mal pire qui détruira bientôt ma demeure et dévorera tous mes biens, – que des prétendants assiègent ma mère contre sa volonté. Et ce sont les fils bien-aimés des meilleurs d'entre ceux qui siègent ici. Et ils ne veulent point se rendre dans la demeure d'Ikarios, père de Pènélopéia, qui dotera sa fille et la donnera à qui lui plaira davantage. Et ils envahissent tous les jours notre demeure, tuant mes boeufs, mes brebis et mes chèvres grasses, et ils en font des repas magnifiques, et ils boivent mon vin noir effrontément et dévorent tout. Il n'y a point ici un homme tel qu'Odysseus qui puisse repousser cette ruine loin de ma demeure, et je ne puis rien, moi qui suis inhabile et sans force guerrière. Certes, je le ferais si j'en avais la force, car ils commettent des actions intolérables, et ma maison périt honteusement"
654,Sadness,"Ô vieillard, il n'est pas loin, et, dès maintenant, tu peux le voir, celui qui a convoqué le peuple, car une grande douleur m'accable. Je n'ai reçu aucune nouvelle de l'armée que je puisse vous rapporter hautement après l'avoir apprise le premier, et je n'ai rien à dire qui intéresse tout le peuple ; mais j'ai à parler de mes propres intérêts et du double malheur tombé sur ma demeure ; car, d'une part, j'ai perdu mon père irréprochable, qui autrefois vous commandait, et qui, pour vous aussi, était doux comme un père"
655,Joy,"; et, d'un autre côté, voici maintenant, – et c'est un mal pire qui détruira bientôt ma demeure et dévorera tous mes biens, – que des prétendants assiègent ma mère contre sa volonté. Et ce sont les fils bien-aimés des meilleurs d'entre ceux qui siègent ici. Et ils ne veulent point se rendre dans la demeure d'Ikarios, père de Pènélopéia, qui dotera sa fille et la donnera à qui lui plaira davantage. Et ils envahissent tous les jours notre demeure, tuant mes boeufs, mes brebis et mes chèvres grasses, et ils en font des repas magnifiques, et ils boivent mon vin noir effrontément et dévorent tout. Il n'y a point ici un homme tel qu'Odysseus qui puisse repousser cette ruine loin de ma demeure, et je ne puis rien, moi qui suis inhabile et sans force guerrière. Certes, je le ferais si j'en avais la force, car ils commettent des actions intolérables, et ma maison périt honteusement."
656,Fear,"Indignez-vous donc, vous-mêmes. Craignez les peuples voisins qui habitent autour d'Ithakè, et la colère des dieux qui puniront ces actions iniques. Je vous supplie, par Zeus Olympien, ou par Thémis qui réunit ou qui disperse les agoras des hommes, venez à mon aide, amis, et laissez-moi subir au moins ma douleur dans la solitude. Si jamais mon irréprochable père Odysseus a opprimé les Akhaiens aux belles knèmides, et si, pour venger leurs maux, vous les excitez contre moi, consumez plutôt vous-mêmes mes biens et mes richesses ; car, alors, peut-être verrions-nous le jour de l'expiation. Nous pourrions enfin nous entendre devant tous, expliquant les choses jusqu'à ce qu'elles soient résolues."
657,Disgust,"Indignez-vous donc, vous-mêmes. Craignez les peuples voisins qui habitent autour d'Ithakè, et la colère des dieux qui puniront ces actions iniques. Je vous supplie, par Zeus Olympien, ou par Thémis qui réunit ou qui disperse les agoras des hommes, venez à mon aide, amis, et laissez-moi subir au moins ma douleur dans la solitude. Si jamais mon irréprochable père Odysseus a opprimé les Akhaiens aux belles knèmides, et si, pour venger leurs maux, vous les excitez contre moi, consumez plutôt vous-mêmes mes biens et mes richesses ; car, alors, peut-être verrions-nous le jour de l'expiation. Nous pourrions enfin nous entendre devant tous, expliquant les choses jusqu'à ce qu'elles soient résolues."
658,Fear,"Tèlémakhos, agorète orgueilleux et plein de colère, tu as parlé en nous outrageant, et tu veux nous couvrir d'une tache honteuse. Les prétendants Akhaiens ne t'ont rien fait. C'est plutôt ta mère, qui, certes, médite mille ruses. Voici déjà la troisième année, et bientôt la quatrième, qu'elle se joue du coeur des Akhaiens. Elle les fait tous espérer, promet à chacun, envoie des messages et médite des desseins contraires. Enfin, elle a ourdi une autre ruse dans son esprit. Elle a tissé dans ses demeures une grande toile, large et fine, et nous a dit"
659,Disgust,"Tèlémakhos, agorète orgueilleux et plein de colère, tu as parlé en nous outrageant, et tu veux nous couvrir d'une tache honteuse. Les prétendants Akhaiens ne t'ont rien fait. C'est plutôt ta mère, qui, certes, médite mille ruses."
660,Fear,"Jeunes hommes, mes prétendants, puisque le divin Odysseus est mort, cessez de hâter mes noces jusqu'à ce que j'aie achevé, pour que mes fils ne restent pas inutiles, ce linceul du héros Laertès, quand la Moire mauvaise de la mort inexorable l'aura saisi, afin qu'aucune des femmes Akhaiennes ne puisse me reprocher, devant tout le peuple, qu'un homme qui a possédé tant de biens ait été enseveli sans linceul."
661,Surprise,"eunes hommes, mes prétendants, puisque le divin Odysseus est mort, cessez de hâter mes noces jusqu'à ce que j'aie achevé, pour que mes fils ne restent pas inutiles, ce linceul du héros Laertès, quand la Moire mauvaise de la mort inexorable l'aura saisi, afin qu'aucune des femmes Akhaiennes ne puisse me reprocher, devant tout le peuple, qu'un homme qui a possédé tant de biens ait été enseveli sans linceul."""
