,Part,Text,Senticnet,PyFeel
1793,Sadness,"Tèlémakhos, quelle parole s'est échappée d'entre tes dents ! Un dieu peut aisément sauver un homme, même de loin. J'aimerais mieux, après avoir subi de nombreuses douleurs, revoir le jour du retour et revenir dans ma demeure, plutôt que de périr à mon arrivée, comme Agamemnôn par la perfidie d'Aigisthos et de Klytaimnestrè. Cependant, les dieux eux-mêmes ne peuvent éloigner de l'homme qu'ils aiment la mort commune à tous, quand la Moire fatale de la rude mort doit les saisir",ecstasy,positivity
1794,Angry,Tèlémakhos,,positivity
1795,Surprise,"Mentôr, n'en parlons pas plus longtemps, malgré notre tristesse. Odysseus ne reviendra jamais, et déjà les dieux immortels lui ont infligé la mort et la noire kèr. Maintenant, je veux interroger Nestôr, car il l'emporte sur tous par l'intelligence et par la justice. Ô Nestôr Nèlèiade, dis-moi la vérité ; comment a péri l'Atréide Agamemnôn qui commandait au loin ? Quelle mort lui préparait le perfide Aigisthos ? Certes, il a tué un homme qui lui était bien supérieur. Où était Ménélaos ? Non dans l'Argos Akhaïque, sans doute ; et il errait au loin parmi les hommes, et Aigisthos, en son absence, a commis le meurtre",grief,positivity
1796,Surprise,"Mentôr, n'en parlons pas plus longtemps, malgré notre tristesse. Odysseus ne reviendra jamais, et déjà les dieux immortels lui ont infligé la mort et la noire kèr. Maintenant, je veux interroger Nestôr, car il l'emporte sur tous par l'intelligence et par la justice. Ô Nestôr Nèlèiade, dis-moi la vérité ; comment a péri l'Atréide Agamemnôn qui commandait au loin ? Quelle mort lui préparait le perfide Aigisthos ? Certes, il a tué un homme qui lui était bien sup",grief,positivity
1797,Surprise,"e sur tous par l'intelligence et par la justice. Ô Nestôr Nèlèiade, dis-moi la vérité ; comment a péri l'Atréide Agamemnôn qui commandait au loin ? Quelle mort lui préparait le perfide Aigisthos ? Certes, il a tué un homme qui lui était bien supérieur. Où était Ménélaos ? Non dans l'Argos Akhaïque, sans doute ; et il errait au loin parmi les hommes, et Aigisthos, en son absence, a commis le meurtre.",terror,positivity
1798,Angry,Nestôr,,positivity
1799,Angry,Gérennien Nestôr,,positivity
1800,Fear,"Certes, mon enfant, je te dirai la vérité sur ces choses, et tu les sauras, telles qu'elles sont arrivées. Si le blond Ménélaos Atréide, à son retour de Troiè, avait trouvé, dans ses demeures, Aigisthos vivant, sans doute celui-ci eût péri, et n'eût point été enseveli, et les chiens et les oiseaux carnassiers l'eussent mangé, gisant dans la plaine, loin d'Argos ; et aucune Akhaienne ne l'eût pleuré, car il avait commis un grand crime. En effet, tandis que nous subissions devant Ilios des combats sans nombre, lui, tranquille en une retraite, dans Argos nourrice de chevaux, séduisait par ses paroles l'épouse Agamemnonienne. Et certes, la divine Klytaimnestrè repoussa d'abord cette action indigne, car elle obéissait à ses bonnes pensées ; et auprès d'elle était un Aoide à qui l'Atréide, en partant pour Troiè, avait confié la garde de l'Épouse.",ecstasy,positivity
1801,Surprise,"Certes, mon enfant, je te dirai la vérité sur ces choses, et tu les sauras, telles qu'elles sont arrivées. Si le blond Ménélaos Atréide, à son retour de Troiè, avait trouvé, dans ses demeures, Aigisthos vivant, sans doute celui-ci eût péri, et n'eût point été enseveli, et les chiens et les oiseaux carnassiers l'eussent mangé, gisant dans la plaine, loin d'Argos ; et aucune Akhaienne ne l'eût pleuré, car il avait commis un grand crime. En effet, tandis que nous subissions devant Ilios des combats sans nombre, lui, tranquille en une retraite, dans Argos nourrice de chevaux, séduisait par ses paroles l'épouse Agamemnonienne. Et certes, la divine Klytaimnestrè repoussa d'abord cette action indigne, car elle obéissait à ses bonnes pensées ; et auprès d'elle était un Aoide à qui l'Atréide, en partant pour Troiè, avait confié la garde de l'Épouse",ecstasy,positivity
1802,Angry,Athènè,,positivity
1803,Surprise,"Vieillard, tu as parlé convenablement. Mais tranchez les langues des victimes, et mêlez le vin, afin que nous fassions des libations à Poseidaôn et aux autres immortels. Puis, nous songerons à notre lit, car voici l'heure. Déjà la lumière est sous l'horizon, et il ne convient pas de rester plus longtemps au festin des dieux ; mais il faut nous retirer",grief,positivity
1804,Disgust,"Vieillard, tu as parlé convenablement. Mais tranchez les langues des victimes, et mêlez le vin, afin que nous fassions des libations à Poseidaôn et aux autres immortels. Puis, nous songerons à notre lit, car voici l'heure. Déjà la lumière est sous l'horizon, et il ne convient pas de rester plus longtemps au festin des dieux ; mais il faut nous retire",grief,positivity
1805,e_1,Poseidaôn,,positivity
1806,Angry,Athènè,,positivity
1807,Angry,Tèlémakhos,,positivity
1808,Angry,Nestôr,,positivity
1809,Disgust,"Que Zeus et tous les autres dieux immortels me préservent de vous laisser retourner vers votre nef rapide, en me quittant, comme si j'étais un homme pauvre qui n'a dans sa maison ni vêtements ni tapis, afin que ses hôtes y puissent dormir mollement ! Certes, je possède beaucoup de vêtements et de beaux tapis. Et jamais le cher fils du héros Odysseus ne passera la nuit dans sa nef tant que je vivrai, et tant que mes enfants habiteront ma maison royale et y recevront les étrangers qui viennent dans ma demeure.",grief,positivity
1810,Surprise,"Que Zeus et tous les autres dieux immortels me préservent de vous laisser retourner vers votre nef rapide, en me quittant, comme si j'étais un homme pauvre qui n'a dans sa maison ni vêtements ni tapis, afin que ses hôtes y puissent dormir mollement ! Certes, je possède beaucoup de vêtements et de beaux tapis. Et jamais le cher fils du héros Odysseus ne passera la nuit dans sa nef tant que je vivrai, et tant que mes enfants habiteront ma maison royale et y recevront les étrangers qui viennent dans ma demeure.""",grief,positivity
1811,Angry,Athènè,,positivity
1812,Surprise,"Tu as bien parlé, cher vieillard. Il convient que tu persuades Tèlémakhos, afin que tout soit pour le mieux. Il te suivra donc pour dormir dans ta demeure, et je retournerai vers notre nef noire pour donner des ordres à nos compagnons, car je me glorifie d'être le plus âgé d'entre eux. Ce sont des jeunes hommes, du même âge que le magnanime Tèlémakhos, et ils l'ont suivi par amitié. Je dormirai dans la nef noire et creuse, et, dès le matin, j'irai vers les magnanimes Kaukônes, pour une somme qui m'est due et qui n'est pas médiocre. Quand Tèlémakhos sera dans ta demeure, envoie-le sur le char, avec ton fils, et donne-lui tes chevaux les plus rapides et les plus vigoureux.""",ecstasy,positivity
1813,e_1,"Tu as bien parlé, cher vieillard. Il convient que tu persuades Tèlémakhos, afin que tout soit pour le mieux. Il te suivra donc pour dormir dans ta demeure, et je retournerai vers notre nef noire pour donner des ordres à nos compagnons, car je me glorifie d'être le plus âgé d'entre eux. Ce sont des jeunes hommes, du même âge que le magnanime Tèlémakhos, et ils l'ont suivi par amitié. Je dormirai dans la nef noire et creuse, et, dès le matin, j'irai vers les magnanimes Kaukônes, pour une somme qui m'est due et qui n'est pas médiocre. Quand Tèlémakhos sera dans ta demeure, envoie-le sur le char, avec ton fils, et donne-lui tes chevaux les plus rapides et les plus vigoureux.""",ecstasy,positivity
1814,Angry,Tèlémakhos,,positivity
1815,Angry,Tèlémakhos,,positivity
1816,Angry,Athènè,,positivity
1817,Angry,Tèlémakhos,,positivity
1818,Fear,"Ô ami, tu ne seras ni faible ni lâche, puisque les dieux eux-mêmes te conduisent, bien que tu sois si jeune. C'est là un des habitants des demeures Olympiennes, la fille de Zeus, la dévastatrice Tritogénéia, qui honorait ton père excellent entre tous les Argiens. C'est pourquoi, ô reine, sois-moi favorable ! Donne-nous une grande gloire, à moi, à mes fils et à ma vénérable épouse, et je te sacrifierai une génisse d'un an, au front large, indomptée, et que nul autre n'a soumise au joug ; et je te la sacrifierai après avoir répandu de l'or sur ses cornes.",ecstasy,positivity
1819,e_1,"Ô ami, tu ne seras ni faible ni lâche, puisque les dieux eux-mêmes te conduisent, bien que tu sois si jeune. C'est là un des habitants des demeures Olympiennes, la fille de Zeus, la dévastatrice Tritogénéia, qui honorait ton père excellent entre tous les Argiens. C'est pourquoi, ô reine, sois-moi favorable ! Donne-nous une grande gloire, à moi, à mes fils et à ma vénérable épouse, et je te sacrifierai une génisse d'un an, au front large, indomptée, et que nul autre n'a soumise au joug ; et je te la sacrifierai après avoir répandu de l'or sur ses cornes.",ecstasy,positivity
1820,Angry,Athènè,,positivity
1821,Angry,Gérennien Nestôr,,positivity
1822,Angry,Athènè,,positivity
1823,Angry,Gérennien Nestôr,,positivity
1824,Angry,Tèlémakhos,,positivity
1825,Angry,Gérennien Nestôr,,positivity
1826,Angry,Gérennien Nestôr,,positivity
1827,Angry,Tèlémakhos,,positivity
1828,Angry,Gérennien Nestôr,,positivity
1829,Fear,"Mes chers enfants, satisfaites promptement mon désir, afin que je me rende favorable, avant tous les dieux, Athènè qui s'est montrée ouvertement à moi au festin sacré de Poseidaôn. Que l'un de vous aille dans la campagne chercher une génisse que le bouvier amènera, et qu'il revienne à la hâte. Un autre se rendra à la nef noire du magnanime Tèlémakhos, et il amènera tous ses compagnons, et il n'en laissera que deux. Un autre ordonnera au fondeur d'or Laerkeus de venir répandre de l'or sur les cornes de la génisse ; et les autres resteront auprès de moi. Ordonnez aux servantes de préparer un festin sacré dans la demeure, et d'apporter des sièges, du bois et de l'eau pure.",grief,positivity
1830,Surprise,"Mes chers enfants, satisfaites promptement mon désir, afin que je me rende favorable, avant tous les dieux, Athènè qui s'est montrée ouvertement à moi au festin sacré de Poseidaôn. Que l'un de vous aille dans la campagne chercher une génisse que le bouvier amènera, et qu'il revienne à la hâte. Un autre se rendra à la nef noire du magnanime Tèlémakhos, et il amènera tous ses compagnons, et il n'en laissera que deux. Un autre ordonnera au fondeur d'or Laerkeus de venir répandre de l'or sur les cornes de la génisse ; et les autres resteront auprès de moi. Ordonnez aux servantes de préparer un festin sacré dans la demeure, et d'apporter des sièges, du bois et de l'eau pure.""",grief,positivity
1831,Angry,Athènè,,positivity
1832,e_1,Poseidaôn,,positivity
1833,Angry,Tèlémakhos,,positivity
1834,Angry,Athènè,,positivity
1835,Angry,Nestôr,,positivity
1836,Angry,Nestôr,,positivity
1837,Angry,Athènè,,positivity
1838,Angry,Nestôr,,positivity
1839,Angry,Nestôr,,positivity
1840,Angry,Nestôr,,positivity
1841,Angry,Tèlémakhos,,positivity
1842,Angry,Nestôr,,positivity
1843,Angry,Gérennien Nestôr,,positivity
1844,Surprise,"Mes enfants, donnez promptement à Tèlémakhos des chevaux au beau poil, et liez-les au char, afin qu'il fasse son voyage.""
""Il parla ainsi, et, l'ayant entendu, ils lui obéirent aussitôt. Et ils lièrent promptement au char deux chevaux rapides. Et la servante intendante y déposa du pain et du vin et tous les mets dont se nourrissent les rois élevés par Zeus. Et Tèlémakhos monta dans le beau char, et, auprès de lui, le Nestoride Peisistratos, chef des hommes, monta aussi et prit les rênes en mains. Puis, il fouetta les chevaux, et ceux-ci s'élancèrent avec ardeur dans la plaine, laissant derrière eux la ville escarpée de Pylos. Et, tout le jour, ils secouèrent le joug qui les retenait des deux côtés.",ecstasy,positivity
1845,e_1,"Mes enfants, donnez promptement à Tèlémakhos des chevaux au beau poil, et liez-les au char, afin qu'il fasse son voyage.""
""Il parla ainsi, et, l'ayant entendu, ils lui obéirent aussitôt. Et ils lièrent promptement au char deux chevaux rapides. Et la servante intendante y déposa du pain et du vin et tous les mets dont se nourrissent les rois élevés par Zeus. Et Tèlémakhos monta dans le beau char, et, auprès de lui, le Nestoride Peisistratos, chef des hommes, monta aussi et prit les rênes en mains. Puis, il fouetta les chevaux, et ceux-ci s'élancèrent avec ardeur dans la plaine, laissant derrière eux la ville escarpée de Pylos. Et, tout le jour, ils secouèrent le joug qui les retenait des deux côtés.",ecstasy,positivity
1846,Angry,Tèlémakhos,,positivity
1847,e_14,Athènè,,positivity
1848,e_25,"– Père Zeus, et vous, dieux heureux qui vivez toujours, craignez qu'un roi porte-sceptre ne soit plus jamais ni doux, ni clément, mais que, loin d'avoir des pensées équitables, il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur. Voici qu'il est étendu, subissant des peines cruelles, dans l'île et dans les demeures de la Nymphe Kalypsô qui le retient de force, et il ne peut retourner dans la terre de la patrie, car il n'a ni nefs armées d'avirons, ni compagnons, qui puissent le conduire sur le vaste dos de la mer. Et voici maintenant qu'on veut tuer son fils bien-aimé à son retour dans ses demeures, car il est parti, afin de s'informer de son père, pour la divine Pylos et l'illustre Lakédaimôn.",terror,positivity
1849,Angry,"Père Zeus, et vous, dieux heureux qui vivez toujours, craignez qu'un roi porte-sceptre ne soit plus jamais ni doux, ni clément, mais que, loin d'avoir des pensées équitables, il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur.",terror,positivity
1850,Sadness,"il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur",serenity,positivity
1851,Sadness,"Voici qu'il est étendu, subissant des peines cruelles, dans l'île et dans les demeures de la Nymphe Kalypsô qui le retient de force, et il ne peut retourner dans la terre de la patrie, car il n'a ni nefs armées d'avirons, ni compagnons, qui puissent le conduire sur le vaste dos de la mer.",ecstasy,positivity
